1557.061035;-112.549461;
1579.208008;-112.392548;
1601.354980;-112.844460;
1623.501953;-113.251350;
1645.648926;-113.837372;
1667.795898;-113.509918;
1689.942871;-114.748787;
1712.089722;-114.849174;
1734.236694;-114.020447;
1756.383667;-113.103561;
1778.530640;-113.221596;
1800.677490;-113.796494;
1822.824463;-115.008392;
1844.971436;-115.015007;
1867.118408;-115.205109;
1889.265381;-115.091171;
1911.412354;-114.147972;
1933.559326;-114.133324;
1955.706177;-113.886818;
1977.853149;-113.799583;
2000.000122;-114.619980;
2022.147095;-114.366127;
2044.294067;-113.864532;
2066.440918;-113.608452;
2088.587891;-114.304947;
2110.734863;-114.694809;
2132.881836;-114.511574;
2155.028809;-115.851204;
2177.175781;-115.887276;
2199.322754;-115.715012;
2221.469727;-115.864922;
2243.616699;-115.774368;
2265.763672;-116.186729;
2287.910645;-116.640999;
2310.057617;-116.733963;
2332.204590;-116.376144;
2354.351563;-115.772018;
2376.498535;-115.771576;
2398.645264;-116.799614;
2420.792236;-116.317535;
2442.939209;-116.370956;
2465.086182;-116.069008;
2487.233154;-115.683113;
2509.380127;-116.064957;
2531.526855;-116.053513;
2553.673828;-116.035133;
2575.820801;-116.113274;
2597.967773;-116.415207;
2620.114746;-116.823250;
2642.261719;-116.836426;
2664.408691;-116.739944;
2686.555664;-117.224976;
2708.702637;-117.262146;
2730.849609;-116.896217;
2752.996582;-116.922539;
2775.143555;-116.670471;
2797.290527;-117.794418;
2819.437500;-117.688454;
2841.584473;-116.770119;
2863.731445;-117.386581;
2885.878418;-117.881264;
2908.025391;-117.240639;
2930.172363;-117.635300;
2952.319336;-117.631187;
2974.466309;-118.001953;
2996.613281;-117.326950;
3000.000000;-117.387093;
3017.206543;-117.348747;
3092.105469;-117.292282;
3167.004150;-117.414063;
3241.902832;-116.490288;
3316.801758;-117.193626;
3391.700439;-118.295258;
3466.599121;-117.200539;
3541.498047;-117.801476;
3616.396729;-118.299774;
3691.295410;-119.194305;
3766.194336;-119.423180;
3841.093262;-119.306023;
3915.991943;-119.569000;
3990.890625;-119.228088;
4065.789551;-119.270546;
4140.688477;-119.509979;
4215.586914;-119.133965;
4290.485840;-119.164345;
4365.384766;-119.839973;
4440.283203;-119.859947;
4515.182129;-119.314972;
4590.081055;-119.779167;
4664.979492;-120.496208;
4739.878418;-120.365318;
4814.777344;-119.371902;
4889.675781;-119.422493;
4964.575195;-120.071785;
5039.473633;-120.728615;
5114.372070;-120.443977;
5189.271484;-120.934166;
5264.169922;-120.343269;
5339.068848;-120.690315;
5413.967773;-121.273384;
5488.866211;-121.089592;
5563.765137;-121.242279;
5638.664063;-121.226433;
5713.562500;-120.907959;
5788.461426;-119.722198;
5863.360352;-120.153313;
5938.258789;-121.709366;
6013.157715;-121.541321;
6088.056641;-120.675102;
6162.955078;-120.996719;
6237.854492;-121.417671;
6312.752930;-120.886650;
6387.651367;-120.708549;
6462.550781;-121.887093;
6537.449219;-122.382851;
6612.348145;-121.967300;
6687.247070;-122.179741;
6762.145508;-122.251060;
6837.043945;-121.093948;
6911.943359;-120.424263;
6986.841797;-119.889595;
7061.740234;-120.571991;
7136.639648;-121.432205;
7211.538086;-121.520645;
7286.437500;-121.198204;
7361.335938;-121.738403;
7436.234375;-122.020599;
7511.133789;-122.071335;
7586.032227;-121.910286;
7660.930664;-122.265144;
7735.830078;-122.308907;
7810.728516;-122.766861;
7885.626953;-122.591400;
7960.526367;-121.928825;
8035.424805;-122.326439;
8110.323242;-122.476509;
8185.222656;-122.528107;
8260.121094;-122.198875;
8335.019531;-121.404144;
8409.918945;-121.649254;
8484.817383;-122.948936;
8559.716797;-122.940300;
8634.615234;-122.371788;
8709.513672;-122.013283;
8784.413086;-122.845825;
8859.311523;-123.273361;
8934.209961;-123.405090;
9009.109375;-122.827881;
9084.007813;-122.367058;
9158.906250;-122.907738;
9233.805664;-123.430176;
9308.704102;-123.557388;
9383.602539;-122.827232;
9458.501953;-122.719292;
9533.400391;-122.585052;
9608.298828;-122.583130;
9683.198242;-123.044182;
9758.096680;-122.432121;
9832.996094;-122.493439;
9907.894531;-123.751022;
9982.792969;-124.452850;
10000.000000;-124.246353;
10033.871094;-122.090973;
10255.340820;-122.633888;
10476.810547;-123.006401;
10698.279297;-123.447144;
10919.749023;-123.252899;
11141.218750;-123.669395;
11362.688477;-123.913986;
11584.158203;-124.640617;
11805.626953;-123.828705;
12027.096680;-123.627647;
12248.566406;-123.705894;
12470.036133;-122.987122;
12691.505859;-122.721474;
12912.974609;-122.833725;
13134.444336;-122.852524;
13355.914063;-122.803619;
13577.382813;-123.453819;
13798.853516;-123.726349;
14020.322266;-123.978943;
14241.791992;-123.962654;
14463.261719;-123.663132;
14684.730469;-123.671051;
14906.201172;-123.957253;
15127.669922;-123.502396;
15349.139648;-123.083839;
15570.609375;-123.221558;
15792.078125;-124.196426;
16013.548828;-124.459732;
16235.017578;-124.522148;
16456.488281;-123.729698;
16677.957031;-123.788673;
16899.425781;-123.496750;
17120.894531;-124.001297;
17342.365234;-123.434555;
17563.835938;-122.670296;
17785.304688;-122.847534;
18006.773438;-123.375725;
18228.242188;-123.793709;
18449.712891;-124.248344;
18671.183594;-123.437744;
18892.652344;-123.750374;
19114.121094;-124.350876;
19335.589844;-124.221817;
19557.060547;-123.555786;
19778.531250;-123.597115;
20000.000000;-123.436577;
20221.468750;-123.864189;
20442.937500;-124.028030;
20664.408203;-123.845085;
20885.878906;-123.350243;
21107.347656;-122.780617;
21328.816406;-122.700836;
21550.285156;-123.145737;
21771.755859;-123.849030;
21993.226563;-124.417053;
22214.695313;-124.609749;
22436.164063;-124.814590;
22657.632813;-124.523987;
22879.103516;-123.369537;
23100.574219;-123.261131;
23322.042969;-123.006271;
23543.511719;-123.735527;
23764.980469;-124.654503;
23986.451172;-124.458405;
24207.921875;-124.518066;
24429.390625;-124.235748;
24650.859375;-124.312431;
24872.328125;-124.086533;
25093.798828;-123.692406;
25315.267578;-124.603195;
25536.738281;-123.880287;
25758.207031;-123.257034;
25979.677734;-123.438667;
26201.146484;-123.793556;
26422.615234;-123.964325;
26644.085938;-123.363373;
26865.554688;-123.660202;
27087.025391;-123.104370;
27308.494141;-122.419174;
27529.962891;-122.409180;
27751.433594;-123.000549;
27972.902344;-123.684334;
28194.373047;-123.184387;
28415.841797;-123.055740;
28637.310547;-123.287628;
28858.781250;-123.022003;
29080.250000;-123.359673;
29301.720703;-123.705490;
29523.189453;-123.332535;
29744.658203;-123.036713;
29966.128906;-123.030876;
30000.000000;-123.032936;
30172.064453;-124.463722;
30921.052734;-124.157471;
31670.039063;-124.301651;
32419.027344;-124.118019;
33168.015625;-123.691895;
33917.003906;-123.779991;
34665.992188;-123.448875;
35414.980469;-123.486412;
36163.968750;-122.714371;
36912.953125;-121.825714;
37661.941406;-122.335106;
38410.929688;-123.514236;
39159.917969;-123.573074;
39908.906250;-123.302155;
40657.894531;-123.289536;
41406.882813;-123.405159;
42155.871094;-123.068733;
42904.859375;-122.277527;
43653.843750;-122.705353;
44402.835938;-123.305374;
45151.820313;-123.568634;
45900.808594;-124.149521;
46649.796875;-125.430649;
47398.785156;-124.611641;
48147.773438;-123.816345;
48896.757813;-123.337662;
49645.750000;-124.152740;
50394.734375;-124.522758;
51143.726563;-124.720711;
51892.710938;-124.064667;
52641.699219;-124.547318;
53390.687500;-124.349358;
54139.675781;-123.918991;
54888.664063;-123.634689;
55637.648438;-124.422752;
56386.640625;-123.657074;
57135.625000;-122.998047;
57884.617188;-123.458549;
58633.601563;-123.677124;
59382.589844;-123.442856;
60131.578125;-122.811150;
60880.566406;-123.262192;
61629.554688;-124.886948;
62378.542969;-124.879211;
63127.531250;-124.468971;
63876.519531;-125.001564;
64625.503906;-125.567787;
65374.492188;-125.609535;
66123.484375;-123.967224;
66872.468750;-124.236633;
67621.453125;-124.935524;
68370.445313;-124.567863;
69119.437500;-124.953178;
69868.421875;-124.988472;
70617.406250;-124.192223;
71366.390625;-123.938194;
72115.382813;-124.409981;
72864.375000;-124.111816;
73613.359375;-124.198708;
74362.343750;-124.216599;
75111.335938;-124.262779;
75860.328125;-125.055954;
